Event ID,Player,Teams,Maps,Rounds,K-D Diff,K/D,Rating2.0,Rating1.0
7148,m0NESY,G2,14,314,95,1.55,1.37,
7148,donk,Spirit,8,191,43,1.33,1.35,
7148,Brollan,MOUZ,6,118,18,1.23,1.3,
7148,torzsi,MOUZ,6,118,24,1.34,1.27,
7148,Ax1Le,Cloud9,8,158,23,1.22,1.27,
7148,XANTARES,Eternal Fire,8,170,19,1.18,1.25,
7148,jL,Natus Vincere,18,404,60,1.23,1.22,
7148,Jimpphat,MOUZ,6,118,19,1.27,1.21,
7148,broky,FaZe,17,355,56,1.27,1.21,
7148,sh1ro,Spirit,8,191,36,1.35,1.19,
7148,MAJ3R,Eternal Fire,8,170,22,1.22,1.17,
7148,frozen,FaZe,17,355,26,1.11,1.17,
7148,Jame,Virtus.pro,9,191,34,1.32,1.16,
7148,Spinx,Vitality,11,240,19,1.12,1.16,
7148,flameZ,Vitality,11,240,12,1.08,1.16,
7148,electroNic,Cloud9,8,158,7,1.07,1.15,
7148,biguzera,paiN,9,216,-1,0.99,1.15,
7148,ZywOo,Vitality,11,240,13,1.09,1.14,
7148,n0rb3r7,Virtus.pro,9,191,1,1.01,1.13,
7148,NiKo,G2,14,314,14,1.07,1.11,
7148,hallzerk,Complexity,9,203,6,1.04,1.11,
7148,w0nderful,Natus Vincere,18,404,45,1.18,1.11,
7148,xertioN,MOUZ,6,118,4,1.05,1.1,
7148,Wicadia,Eternal Fire,8,170,11,1.1,1.1,
7148,HObbit,Cloud9,8,158,0,1.0,1.09,
7148,KSCERATO,FURIA,5,106,4,1.06,1.08,
7148,nicoodoz,HEROIC,5,119,1,1.01,1.08,
7148,bLitz,TheMongolz,5,131,-9,0.91,1.08,
7148,huNter-,G2,14,314,10,1.05,1.07,
7148,b1t,Natus Vincere,18,404,1,1.0,1.07,
7148,zont1x,Spirit,8,191,0,1.0,1.06,
7148,Perfecto,Cloud9,8,158,6,1.07,1.06,
7148,EliGE,Complexity,9,203,-10,0.93,1.05,
7148,nexa,G2,14,314,18,1.1,1.05,
7148,ropz,FaZe,17,355,23,1.11,1.05,
7148,mir,Virtus.pro,9,191,-1,0.99,1.04,
7148,Patti,ECSTATIC,8,175,-15,0.88,1.04,
7148,woxic,Eternal Fire,8,170,-1,0.99,1.03,
7148,mezii,Vitality,11,240,-5,0.97,1.03,
7148,FL1T,Virtus.pro,9,191,-18,0.86,1.03,
7148,n1ssim,paiN,9,216,-1,0.99,1.03,
7148,magixx,Spirit,8,191,-4,0.97,1.02,
7148,Boombl4,Cloud9,8,158,3,1.03,1.02,
7148,sjuush,HEROIC,5,119,-7,0.92,1.02,
7148,lux,paiN,9,216,-21,0.86,1.02,
7148,kraghen,ECSTATIC,8,175,-14,0.89,1.02,
7148,910,TheMongolz,5,131,5,1.06,1.01,
7148,decenty,Imperial,6,119,-3,0.96,1.0,
7148,chopper,Spirit,8,191,-16,0.88,1.0,
7148,Senzu,TheMongolz,5,131,-13,0.86,0.99,
7148,Queenix,ECSTATIC,8,175,0,1.0,0.99,
7148,HEN1,Imperial,6,119,-4,0.95,0.98,
7148,fame,Virtus.pro,9,191,-19,0.85,0.98,
7148,rain,FaZe,17,355,-39,0.85,0.98,
7148,Grim,Complexity,9,203,-15,0.9,0.98,
7148,Calyx,Eternal Fire,8,170,-2,0.98,0.98,
7148,Techno,TheMongolz,5,131,-7,0.92,0.98,
7148,VINI,Imperial,6,119,-14,0.84,0.97,
7148,apEX,Vitality,11,240,-21,0.87,0.97,
7148,yuurih,FURIA,5,106,-9,0.88,0.97,
7148,karrigan,FaZe,17,355,-40,0.84,0.96,
7148,JT,Complexity,9,203,-20,0.87,0.96,
7148,HooXi,G2,14,314,-30,0.86,0.96,
7148,kyxsan,HEROIC,5,119,-9,0.89,0.95,
7148,FalleN,FURIA,5,106,-5,0.93,0.95,
7148,nqz,paiN,9,216,-3,0.98,0.95,
7148,Nodios,ECSTATIC,8,175,-19,0.84,0.94,
7148,mzinho,TheMongolz,5,131,-19,0.8,0.93,
7148,kauez,paiN,9,216,-22,0.87,0.92,
7148,TeSeS,HEROIC,5,119,-14,0.84,0.91,
7148,iM,Natus Vincere,18,404,-68,0.77,0.88,
7148,NertZ,HEROIC,5,119,-15,0.81,0.88,
7148,floppy,Complexity,9,203,-30,0.79,0.88,
7148,noway,Imperial,6,119,-13,0.85,0.87,
7148,salazar,ECSTATIC,8,175,-23,0.8,0.86,
7148,felps,Imperial,6,119,-21,0.76,0.85,
7148,siuhy,MOUZ,6,118,-22,0.72,0.85,
7148,Aleksib,Natus Vincere,18,404,-75,0.72,0.85,
7148,arT,FURIA,5,106,-28,0.66,0.84,
7148,chelo,FURIA,5,106,-30,0.61,0.81,
6793,ZywOo,Vitality,10,277,92,1.6,1.39,
6793,iM,GamerLegion,12,306,68,1.34,1.35,
6793,Spinx,Vitality,10,277,50,1.3,1.24,
6793,NAF,Liquid,9,245,32,1.22,1.24,
6793,YEKINDAR,Liquid,9,245,30,1.19,1.2,
6793,broky,FaZe,13,357,58,1.27,1.19,
6793,stavn,HEROIC,11,292,32,1.17,1.19,
6793,NiKo,G2,7,196,21,1.17,1.18,
6793,headtr1ck,Ninjas in Pyjamas,7,196,41,1.37,1.18,
6793,ropz,FaZe,13,357,58,1.27,1.18,
6793,cadiaN,HEROIC,11,292,41,1.25,1.16,
6793,BOROS,Monte,8,205,6,1.04,1.15,
6793,NertZ,ENCE,5,126,14,1.17,1.15,
6793,Magisk,Vitality,10,277,21,1.12,1.14,
6793,jks,G2,7,196,18,1.15,1.14,
6793,gxx-,Bad News Eagles,6,161,12,1.12,1.13,
6793,mezii,fnatic,9,253,24,1.15,1.13,
6793,juanflatroo,Bad News Eagles,6,161,9,1.08,1.12,
6793,oSee,Liquid,9,245,38,1.27,1.11,
6793,dupreeh,Vitality,10,277,11,1.07,1.11,
6793,CYPHER,Into the Breach,10,265,-8,0.96,1.11,
6793,m0NESY,G2,7,196,6,1.05,1.11,
6793,acoR,GamerLegion,12,306,38,1.22,1.11,
6793,jkaem,Apeks,11,303,3,1.01,1.1,
6793,CRUC1AL,Into the Breach,10,265,30,1.2,1.09,
6793,sdy,Monte,8,205,21,1.17,1.08,
6793,Brollan,Ninjas in Pyjamas,7,196,0,1.0,1.08,
6793,Perfecto,Natus Vincere,8,212,13,1.1,1.07,
6793,s1mple,Natus Vincere,8,212,2,1.01,1.07,
6793,huNter-,G2,7,196,12,1.09,1.07,
6793,nawwk,Apeks,11,303,28,1.16,1.07,
6793,Woro2k,Monte,8,205,7,1.05,1.06,
6793,jabbi,HEROIC,11,292,-5,0.97,1.04,
6793,apEX,Vitality,10,277,3,1.02,1.04,
6793,nicoodoz,fnatic,9,253,9,1.05,1.04,
6793,DemQQ,Monte,8,205,0,1.0,1.04,
6793,siuhy,GamerLegion,12,306,0,1.0,1.04,
6793,electroNic,Natus Vincere,8,212,-12,0.92,1.03,
6793,volt,Into the Breach,10,265,11,1.07,1.03,
6793,rallen,Into the Breach,10,265,3,1.02,1.03,
6793,Aleksib,Ninjas in Pyjamas,7,196,3,1.02,1.03,
6793,REZ,Ninjas in Pyjamas,7,196,-5,0.96,1.03,
6793,isak,GamerLegion,12,306,-7,0.96,1.03,
6793,nitr0,Liquid,9,245,-5,0.97,1.03,
6793,kRaSnaL,Monte,8,205,-11,0.92,1.01,
6793,Twistzz,FaZe,13,357,-22,0.91,1.0,
6793,kyxsan,Apeks,11,303,-12,0.94,1.0,
6793,b1t,Natus Vincere,8,212,-10,0.93,1.0,
6793,sjuush,HEROIC,11,292,-14,0.93,0.99,
6793,TeSeS,HEROIC,11,292,-7,0.96,0.99,
6793,rain,FaZe,13,357,-36,0.86,0.99,
6793,Goofy,9INE,4,104,-7,0.91,0.97,
6793,KSCERATO,FURIA,4,94,-7,0.88,0.97,
6793,rigoN,Bad News Eagles,6,161,-19,0.85,0.96,
6793,roeJ,fnatic,9,253,-28,0.85,0.94,
6793,sinnopsyy,Bad News Eagles,6,161,-7,0.94,0.94,
6793,STYKO,Apeks,11,303,-27,0.88,0.94,
6793,KRIMZ,fnatic,9,253,-10,0.94,0.94,
6793,jL,Apeks,11,303,-35,0.84,0.94,
6793,EliGE,Liquid,9,245,-34,0.8,0.93,
6793,FASHR,fnatic,9,253,-34,0.81,0.92,
6793,dycha,ENCE,5,126,-13,0.86,0.92,
6793,SENER1,Bad News Eagles,6,161,-21,0.81,0.91,
6793,Thomas,Into the Breach,10,265,-39,0.8,0.91,
6793,k0nfig,Ninjas in Pyjamas,7,196,-32,0.78,0.91,
6793,SunPayus,ENCE,5,126,-12,0.86,0.91,
6793,hades,9INE,4,104,-5,0.93,0.88,
6793,arT,FURIA,4,94,-16,0.78,0.88,
6793,Keoz,GamerLegion,12,306,-54,0.76,0.86,
6793,Maden,ENCE,5,126,-21,0.78,0.85,
6793,karrigan,FaZe,13,357,-67,0.74,0.82,
6793,Kylar,9INE,4,104,-22,0.72,0.81,
6793,HooXi,G2,7,196,-46,0.66,0.81,
6793,yuurih,FURIA,4,94,-22,0.68,0.79,
6793,Snappi,ENCE,5,126,-38,0.63,0.78,
6793,npl,Natus Vincere,8,212,-51,0.66,0.75,
6793,mynio,9INE,4,104,-30,0.63,0.74,
6793,saffee,FURIA,4,94,-19,0.71,0.69,
6793,KEi,9INE,4,104,-33,0.61,0.68,
6793,drop,FURIA,4,94,-30,0.56,0.61,
6586,sh1ro,Cloud9,7,191,63,1.66,1.35,
6586,KSCERATO,FURIA,10,259,65,1.45,1.33,
6586,Jame,Outsiders,12,314,98,1.67,1.3,
6586,FL1T,Outsiders,12,314,64,1.35,1.25,
6586,fame,Outsiders,12,314,63,1.35,1.24,
6586,Zyphon,Sprout,6,154,33,1.31,1.2,
6586,w0nderful,Spirit,10,269,60,1.41,1.2,
6586,s1mple,Natus Vincere,10,287,42,1.24,1.18,
6586,SunPayus,ENCE,8,200,35,1.3,1.16,
6586,ropz,FaZe,5,153,17,1.17,1.15,
6586,frozen,MOUZ,14,359,49,1.25,1.14,
6586,yuurih,FURIA,10,259,34,1.23,1.13,
6586,Twistzz,FaZe,5,153,15,1.16,1.13,
6586,Perfecto,Natus Vincere,10,287,26,1.15,1.12,
6586,cadiaN,HEROIC,14,347,32,1.15,1.12,
6586,Ax1Le,Cloud9,7,191,2,1.02,1.12,
6586,Patsi,Spirit,10,269,-3,0.98,1.1,
6586,magixx,Spirit,10,269,10,1.06,1.1,
6586,electroNic,Natus Vincere,10,287,9,1.05,1.09,
6586,ZywOo,Vitality,5,166,16,1.16,1.08,
6586,HObbit,Cloud9,7,191,-4,0.97,1.08,
6586,NAF,Liquid,9,224,13,1.1,1.07,
6586,nafany,Cloud9,7,191,4,1.03,1.07,
6586,saffee,FURIA,10,259,16,1.1,1.07,
6586,mezii,fnatic,7,174,5,1.05,1.07,
6586,drop,FURIA,10,259,4,1.02,1.06,
6586,chopper,Spirit,10,269,15,1.09,1.06,
6586,stavn,HEROIC,14,347,3,1.01,1.06,
6586,FASHR,fnatic,7,174,3,1.03,1.05,
6586,dupreeh,Vitality,5,166,1,1.01,1.05,
6586,KRIMZ,fnatic,7,174,2,1.02,1.05,
6586,b1t,Natus Vincere,10,287,8,1.05,1.04,
6586,oSee,Liquid,9,224,15,1.11,1.04,
6586,n0rb3r7,Outsiders,12,314,13,1.07,1.04,
6586,hampus,Ninjas in Pyjamas,4,114,2,1.03,1.03,
6586,Magisk,Vitality,5,166,-11,0.91,1.02,
6586,arT,FURIA,10,259,-11,0.94,1.02,
6586,sdy,Natus Vincere,10,287,-5,0.97,1.01,
6586,sjuush,HEROIC,14,347,-19,0.92,1.01,
6586,roeJ,fnatic,7,174,-17,0.86,1.01,
6586,jabbi,HEROIC,14,347,-7,0.97,1.01,
6586,k1to,BIG,8,205,-10,0.93,1.0,
6586,YEKINDAR,Liquid,9,224,-8,0.95,1.0,
6586,s1ren,Spirit,10,269,-8,0.95,1.0,
6586,Staehr,Sprout,6,154,-15,0.87,1.0,
6586,nicoodoz,fnatic,7,174,-5,0.96,1.0,
6586,syrsoN,BIG,8,205,1,1.01,0.99,
6586,valde,ENCE,8,200,-11,0.92,0.99,
6586,dycha,ENCE,8,200,-7,0.95,0.99,
6586,torzsi,MOUZ,14,359,-2,0.99,0.98,
6586,EliGE,Liquid,9,224,-6,0.96,0.98,
6586,TeSeS,HEROIC,14,347,-21,0.91,0.98,
6586,rain,FaZe,5,153,-13,0.87,0.98,
6586,s1n,BIG,8,205,-23,0.84,0.97,
6586,Spinx,Vitality,5,166,-2,0.98,0.97,
6586,Aleksib,Ninjas in Pyjamas,4,114,-10,0.87,0.97,
6586,Krimbo,BIG,8,205,-8,0.94,0.96,
6586,Maden,ENCE,8,200,-16,0.89,0.95,
6586,broky,FaZe,5,153,0,1.0,0.95,
6586,es3tag,Ninjas in Pyjamas,4,114,-9,0.89,0.94,
6586,Qikert,Outsiders,12,314,-49,0.75,0.94,
6586,xertioN,MOUZ,14,359,-38,0.84,0.94,
6586,REZ,Ninjas in Pyjamas,4,114,-4,0.95,0.93,
6586,JDC,MOUZ,14,359,-36,0.85,0.92,
6586,juanflatroo,Bad News Eagles,7,192,-20,0.86,0.92,
6586,dexter,MOUZ,14,359,-50,0.81,0.92,
6586,Snappi,ENCE,8,200,-24,0.83,0.91,
6586,Brollan,Ninjas in Pyjamas,4,114,-16,0.8,0.91,
6586,interz,Cloud9,7,191,-23,0.79,0.9,
6586,karrigan,FaZe,5,153,-22,0.8,0.89,
6586,rigoN,Bad News Eagles,7,192,-38,0.75,0.88,
6586,apEX,Vitality,5,166,-26,0.76,0.87,
6586,refrezh,Sprout,6,154,-24,0.77,0.87,
6586,gxx-,Bad News Eagles,7,192,-22,0.84,0.85,
6586,lauNX,Sprout,6,154,-28,0.76,0.84,
6586,sinnopsyy,Bad News Eagles,7,192,-37,0.75,0.84,
6586,tabseN,BIG,8,205,-43,0.72,0.82,
6586,nitr0,Liquid,9,224,-54,0.65,0.79,
6586,slaxz-,Sprout,6,154,-37,0.66,0.73,
6586,SENER1,Bad News Eagles,7,192,-59,0.61,0.7,
6372,rain,FaZe,13,365,34,1.14,1.24,
6372,b1t,Natus Vincere,12,324,55,1.28,1.22,
6372,Spinx,ENCE,10,257,44,1.27,1.21,
6372,s1mple,Natus Vincere,12,324,52,1.25,1.2,
6372,m0NESY,G2,9,264,45,1.3,1.19,
6372,stavn,HEROIC,12,332,39,1.18,1.19,
6372,ZywOo,Vitality,10,277,42,1.24,1.19,
6372,fer,Imperial,9,264,34,1.2,1.18,
6372,dycha,ENCE,10,257,27,1.16,1.16,
6372,degster,Spirit,9,257,45,1.34,1.16,
6372,faveN,BIG,6,179,12,1.1,1.16,
6372,Ax1Le,Cloud9,6,174,3,1.03,1.15,
6372,NiKo,G2,9,264,12,1.07,1.13,
6372,syrsoN,BIG,6,179,21,1.2,1.13,
6372,Brollan,Ninjas in Pyjamas,10,245,8,1.05,1.12,
6372,broky,FaZe,13,365,62,1.3,1.12,
6372,NAF,Liquid,4,102,0,1.0,1.12,
6372,ropz,FaZe,13,365,49,1.23,1.12,
6372,cadiaN,HEROIC,12,332,35,1.18,1.12,
6372,electroNic,Natus Vincere,12,324,17,1.08,1.11,
6372,Perfecto,Natus Vincere,12,324,35,1.19,1.11,
6372,yuurih,FURIA,10,260,18,1.11,1.1,
6372,Zyphon,Copenhagen Flames,12,318,19,1.09,1.09,
6372,hampus,Ninjas in Pyjamas,10,245,11,1.07,1.08,
6372,Patsi,Spirit,9,257,5,1.03,1.08,
6372,s1ren,Spirit,9,257,18,1.11,1.07,
6372,nicoodoz,Copenhagen Flames,12,318,31,1.15,1.07,
6372,Twistzz,FaZe,13,365,17,1.08,1.06,
6372,rigoN,Bad News Eagles,4,109,-4,0.95,1.05,
6372,REZ,Ninjas in Pyjamas,10,245,-1,0.99,1.05,
6372,YEKINDAR,Outsiders,6,155,4,1.04,1.05,
6372,magixx,Spirit,9,257,9,1.06,1.05,
6372,TeSeS,HEROIC,12,332,-14,0.94,1.04,
6372,sjuush,HEROIC,12,332,3,1.01,1.03,
6372,Magisk,Vitality,10,277,0,1.0,1.03,
6372,jabbi,Copenhagen Flames,12,318,-1,1.0,1.03,
6372,Qikert,Outsiders,6,155,-8,0.92,1.02,
6372,KSCERATO,FURIA,10,260,2,1.01,1.01,
6372,karrigan,FaZe,13,365,-21,0.92,1.01,
6372,sh1ro,Cloud9,6,174,11,1.11,1.01,
6372,tabseN,BIG,6,179,-14,0.89,1.01,
6372,VINI,Imperial,9,264,-9,0.95,1.01,
6372,buster,Outsiders,6,155,2,1.02,1.0,
6372,chopper,Spirit,9,257,-14,0.92,1.0,
6372,huNter-,G2,9,264,3,1.02,1.0,
6372,es3tag,Ninjas in Pyjamas,10,245,12,1.08,0.99,
6372,Snappi,ENCE,10,257,-22,0.87,0.99,
6372,Maden,ENCE,10,257,-17,0.91,0.99,
6372,boltz,Imperial,9,264,-15,0.91,0.99,
6372,roeJ,Copenhagen Flames,12,318,-24,0.89,0.98,
6372,Jame,Outsiders,6,155,-2,0.98,0.98,
6372,FalleN,Imperial,9,264,-6,0.96,0.98,
6372,JACKZ,G2,9,264,-15,0.91,0.97,
6372,hades,ENCE,10,257,-1,0.99,0.96,
6372,saffee,FURIA,10,260,5,1.03,0.96,
6372,Boombl4,Natus Vincere,12,324,-29,0.86,0.96,
6372,misutaaa,Vitality,10,277,-18,0.91,0.96,
6372,dupreeh,Vitality,10,277,-30,0.84,0.95,
6372,nafany,Cloud9,6,174,-15,0.88,0.95,
6372,HObbit,Cloud9,6,174,-6,0.94,0.95,
6372,interz,Cloud9,6,174,-7,0.93,0.93,
6372,Krimbo,BIG,6,179,-11,0.9,0.93,
6372,apEX,Vitality,10,277,-30,0.85,0.93,
6372,Plopski,Ninjas in Pyjamas,10,245,-23,0.85,0.92,
6372,FL1T,Outsiders,6,155,-18,0.81,0.91,
6372,arT,FURIA,10,260,-63,0.69,0.88,
6372,oSee,Liquid,4,102,-12,0.83,0.87,
6372,Aleksib,G2,9,264,-37,0.77,0.86,
6372,drop,FURIA,10,260,-34,0.81,0.86,
6372,juanflatroo,Bad News Eagles,4,109,-16,0.81,0.86,
6372,sinnopsyy,Bad News Eagles,4,109,-24,0.73,0.86,
6372,tiziaN,BIG,6,179,-37,0.71,0.82,
6372,nitr0,Liquid,4,102,-24,0.69,0.82,
6372,refrezh,HEROIC,12,332,-55,0.76,0.82,
6372,SENER1,Bad News Eagles,4,109,-22,0.72,0.81,
6372,EliGE,Liquid,4,102,-20,0.76,0.81,
6372,fnx,Imperial,9,264,-45,0.74,0.79,
6372,gxx-,Bad News Eagles,4,109,-19,0.74,0.76,
6372,HooXi,Copenhagen Flames,12,318,-74,0.68,0.76,
6372,shox,Liquid,4,102,-36,0.57,0.64,
4866,s1mple,Natus Vincere,10,264,106,1.74,1.47,
4866,NiKo,G2,11,314,71,1.35,1.36,
4866,ZywOo,Vitality,13,357,78,1.36,1.3,
4866,electroNic,Natus Vincere,10,264,46,1.28,1.28,
4866,b1t,Natus Vincere,10,264,61,1.47,1.27,
4866,frozen,MOUZ,7,185,25,1.21,1.22,
4866,sh1ro,Gambit,9,234,49,1.4,1.21,
4866,broky,FaZe,8,218,46,1.35,1.18,
4866,nicoodoz,Copenhagen Flames,9,234,44,1.33,1.16,
4866,stavn,HEROIC,12,325,29,1.13,1.15,
4866,KSCERATO,FURIA,8,212,26,1.21,1.15,
4866,HObbit,Gambit,9,234,15,1.1,1.13,
4866,yuurih,FURIA,8,212,16,1.12,1.13,
4866,sjuush,HEROIC,12,325,31,1.16,1.12,
4866,huNter-,G2,11,314,27,1.13,1.12,
4866,jabbi,Copenhagen Flames,9,234,18,1.12,1.12,
4866,roeJ,Copenhagen Flames,9,234,10,1.06,1.11,
4866,Bymas,MOUZ,7,185,16,1.14,1.11,
4866,nexa,G2,11,314,27,1.14,1.1,
4866,YEKINDAR,Virtus.pro,12,333,0,1.0,1.09,
4866,rain,FaZe,8,218,-1,0.99,1.08,
4866,hampus,Ninjas in Pyjamas,11,291,6,1.03,1.08,
4866,Perfecto,Natus Vincere,10,264,24,1.17,1.08,
4866,Twistzz,FaZe,8,218,17,1.12,1.08,
4866,apEX,Vitality,13,357,-5,0.98,1.06,
4866,Boombl4,Natus Vincere,10,264,8,1.05,1.06,
4866,NAF,Liquid,5,139,9,1.1,1.05,
4866,El1an,Entropiq,10,258,14,1.09,1.05,
4866,Zyphon,Copenhagen Flames,9,234,-4,0.98,1.05,
4866,AMANEK,G2,11,314,17,1.1,1.05,
4866,nafany,Gambit,9,234,1,1.01,1.05,
4866,ropz,MOUZ,7,185,13,1.12,1.05,
4866,device,Ninjas in Pyjamas,11,291,15,1.08,1.04,
4866,TeSeS,HEROIC,12,325,-6,0.97,1.04,
4866,Ax1Le,Gambit,9,234,-9,0.94,1.02,
4866,EliGE,Liquid,5,139,-4,0.96,1.01,
4866,Qikert,Virtus.pro,12,333,-14,0.94,1.01,
4866,VINI,FURIA,8,212,4,1.03,1.01,
4866,buster,Virtus.pro,12,333,-11,0.95,1.0,
4866,refrezh,HEROIC,12,325,-3,0.99,1.0,
4866,FL1T,Virtus.pro,12,333,-17,0.92,0.99,
4866,dupreeh,Astralis,6,151,-7,0.93,0.99,
4866,cadiaN,HEROIC,12,325,-8,0.96,0.99,
4866,olofmeister,FaZe,8,218,-6,0.96,0.99,
4866,MICHU,Evil Geniuses,5,118,-2,0.98,0.99,
4866,shox,Vitality,13,357,-4,0.98,0.99,
4866,FalleN,Liquid,5,139,-11,0.89,0.98,
4866,Brehze,Evil Geniuses,5,118,-12,0.87,0.98,
4866,Jame,Virtus.pro,12,333,5,1.03,0.97,
4866,Stewie2K,Liquid,5,139,-12,0.88,0.96,
4866,drop,FURIA,8,212,-14,0.89,0.96,
4866,Forester,Entropiq,10,258,0,1.0,0.96,
4866,Lack1,Entropiq,10,258,-25,0.86,0.96,
4866,gla1ve,Astralis,6,151,-24,0.79,0.96,
4866,CeRq,Evil Geniuses,5,118,-10,0.88,0.95,
4866,Krad,Entropiq,10,258,-23,0.88,0.95,
4866,Spinx,ENCE,4,95,-3,0.96,0.93,
4866,misutaaa,Vitality,13,357,-33,0.87,0.93,
4866,arT,FURIA,8,212,-28,0.81,0.93,
4866,REZ,Ninjas in Pyjamas,11,291,-26,0.87,0.93,
4866,Magisk,Astralis,6,151,-17,0.84,0.91,
4866,dexter,MOUZ,7,185,-24,0.81,0.91,
4866,interz,Gambit,9,234,-19,0.87,0.9,
4866,HooXi,Copenhagen Flames,9,234,-28,0.83,0.9,
4866,JACKZ,G2,11,314,-38,0.81,0.9,
4866,acoR,MOUZ,7,185,-15,0.88,0.89,
4866,Kyojin,Vitality,13,357,-49,0.8,0.88,
4866,Lucky,Astralis,6,151,-16,0.85,0.88,
4866,Plopski,Ninjas in Pyjamas,11,291,-45,0.77,0.88,
4866,NickelBack,Entropiq,10,258,-39,0.78,0.87,
4866,Grim,Liquid,5,139,-24,0.76,0.87,
4866,oBo,Evil Geniuses,5,118,-30,0.7,0.87,
