Event ID,Player,Teams,Maps,Rounds,K-D Diff,K/D,Rating2.0,Rating1.0
1611,seized,Natus Vincere,6,137,26,1.29,,1.24
1611,GeT_RiGhT,Ninjas in Pyjamas,10,256,45,1.27,,1.2
1611,GuardiaN,Natus Vincere,6,137,23,1.27,,1.19
1611,Snax,Virtus.pro,7,181,29,1.26,,1.16
1611,shox,Envy,7,182,20,1.17,,1.13
1611,cajunb,TSM,6,152,22,1.24,,1.13
1611,flusha,fnatic,9,234,32,1.23,,1.12
1611,KRIMZ,fnatic,9,234,29,1.21,,1.11
1611,boltz,Keyd,6,150,9,1.09,,1.1
1611,SmithZz,Envy,7,182,20,1.18,,1.09
1611,device,TSM,6,152,9,1.09,,1.07
1611,kRYSTAL,PENTA,5,114,2,1.02,,1.06
1611,NBK-,Envy,7,182,11,1.09,,1.05
1611,byali,Virtus.pro,7,181,13,1.11,,1.04
1611,dupreeh,TSM,6,152,7,1.07,,1.03
1611,pashaBiceps,Virtus.pro,7,181,15,1.13,,1.03
1611,Xizt,Ninjas in Pyjamas,10,256,17,1.1,,1.03
1611,friberg,Ninjas in Pyjamas,10,256,3,1.02,,1.02
1611,f0rest,Ninjas in Pyjamas,10,256,8,1.04,,1.01
1611,Edward,Natus Vincere,6,137,2,1.02,,1.01
1611,Happy,Envy,7,182,1,1.01,,1.0
1611,allu,Ninjas in Pyjamas,10,256,6,1.04,,0.99
1611,hazed,CLG,3,77,-2,0.96,,0.99
1611,FalleN,Keyd,6,150,-2,0.98,,0.99
1611,pronax,fnatic,9,234,3,1.02,,0.98
1611,shroud,Cloud9,3,81,-2,0.96,,0.98
1611,Xyp9x,TSM,6,152,-1,0.99,,0.98
1611,JW,fnatic,9,234,1,1.01,,0.98
1611,SEMPHIS,Cloud9,3,81,-3,0.95,,0.97
1611,karrigan,TSM,6,152,-2,0.98,,0.97
1611,AdreN,HellRaisers,2,58,-3,0.93,,0.97
1611,TaZ,Virtus.pro,7,181,2,1.02,,0.96
1611,topguN,Vox Eminor,3,56,-4,0.9,,0.96
1611,tarik,CLG,3,77,-3,0.95,,0.95
1611,denis,PENTA,5,114,-7,0.92,,0.95
1611,nex,PENTA,5,114,3,1.04,,0.95
1611,fer,Keyd,6,150,-5,0.96,,0.94
1611,flamie,HellRaisers,2,58,-4,0.91,,0.93
1611,Zeus,Natus Vincere,6,137,-8,0.92,,0.93
1611,RUBINO,LGB,3,71,-3,0.94,,0.92
1611,n0thing,Cloud9,3,81,-5,0.91,,0.92
1611,disturbed,3DMAX,2,47,-4,0.89,,0.92
1611,kennyS,Titan,2,50,-3,0.92,,0.92
1611,kioShiMa,Envy,7,182,-4,0.97,,0.92
1611,Havoc,Vox Eminor,3,56,-7,0.84,,0.91
1611,jkaem,LGB,3,71,-7,0.87,,0.91
1611,zEVES,LGB,3,71,-6,0.88,,0.89
1611,Dosia,HellRaisers,2,58,-4,0.9,,0.88
1611,kUcheR,HellRaisers,2,58,-7,0.84,,0.87
1611,Troubley,PENTA,5,114,-12,0.85,,0.87
1611,Maniac,Titan,2,50,-6,0.85,,0.86
1611,RpK,Titan,2,50,-6,0.84,,0.86
1611,FNS,CLG,3,77,-8,0.84,,0.85
1611,AZR,Vox Eminor,3,56,-5,0.89,,0.85
1611,ShahZaM,Cloud9,3,81,-10,0.83,,0.85
1611,steel,Keyd,6,150,-18,0.82,,0.83
1611,KHRN,3DMAX,2,47,-6,0.84,,0.82
1611,Spiidi,PENTA,5,114,-14,0.82,,0.81
1611,ptr,CLG,3,77,-13,0.77,,0.8
1611,bondik,FlipSid3,2,36,-10,0.7,,0.8
1611,seang@res,Cloud9,3,81,-12,0.8,,0.79
1611,Polly,LGB,3,71,-10,0.8,,0.78
1611,reltuC,CLG,3,77,-12,0.79,,0.78
1611,DavCost,FlipSid3,2,36,-11,0.66,,0.77
1611,xartE,3DMAX,2,47,-12,0.69,,0.75
1611,starix,Natus Vincere,6,137,-25,0.73,,0.74
1611,ANGE1,HellRaisers,2,58,-12,0.72,,0.74
1611,jks,Vox Eminor,3,56,-14,0.65,,0.7
1611,zqkS,Keyd,6,150,-41,0.65,,0.68
1611,Ex6TenZ,Titan,2,50,-15,0.62,,0.64
1611,apEX,Titan,2,50,-17,0.57,,0.64
1611,stonde,3DMAX,2,47,-13,0.64,,0.64
1611,SPUNJ,Vox Eminor,3,56,-18,0.6,,0.64
1611,natu,3DMAX,2,47,-16,0.58,,0.6
1611,WorldEdit,FlipSid3,2,36,-22,0.37,,0.44
1611,markeloff,FlipSid3,2,36,-18,0.45,,0.43
1611,B1ad3,FlipSid3,2,36,-23,0.34,,0.33
1553,Snax,Virtus.pro,7,173,45,1.45,,1.29
1553,flusha,fnatic,5,119,24,1.33,,1.26
1553,pashaBiceps,Virtus.pro,7,173,39,1.39,,1.23
1553,olofmeister,fnatic,5,119,23,1.32,,1.23
1553,JW,fnatic,5,119,23,1.3,,1.21
1553,Happy,LDLC,9,234,45,1.31,,1.17
1553,f0rest,Ninjas in Pyjamas,11,291,37,1.18,,1.15
1553,swag,iBUYPOWER,3,72,4,1.08,,1.14
1553,TaZ,Virtus.pro,7,173,27,1.26,,1.14
1553,byali,Virtus.pro,7,173,28,1.27,,1.14
1553,cajunb,Dignitas,4,96,15,1.26,,1.13
1553,GeT_RiGhT,Ninjas in Pyjamas,11,291,34,1.19,,1.12
1553,s1mple,HellRaisers,4,94,8,1.12,,1.12
1553,Troubley,Planetkey,2,47,2,1.06,,1.11
1553,Edward,Natus Vincere,7,178,18,1.15,,1.11
1553,KRIMZ,fnatic,5,119,11,1.15,,1.1
1553,GuardiaN,Natus Vincere,7,178,18,1.16,,1.1
1553,SEMPHIS,Cloud9,3,59,-1,0.98,,1.1
1553,Zeus,Natus Vincere,7,178,19,1.17,,1.09
1553,kioShiMa,LDLC,9,234,27,1.19,,1.08
1553,NBK-,LDLC,9,234,19,1.13,,1.07
1553,Skadoodle,iBUYPOWER,3,72,7,1.16,,1.07
1553,Maikelele,Ninjas in Pyjamas,11,291,30,1.17,,1.07
1553,Xyp9x,Dignitas,4,96,4,1.07,,1.05
1553,NEO,Virtus.pro,7,173,9,1.08,,1.05
1553,dupreeh,Dignitas,4,96,8,1.12,,1.04
1553,rallen,ESC,3,78,0,1.0,,1.04
1553,friberg,Ninjas in Pyjamas,11,291,12,1.06,,1.04
1553,shox,LDLC,9,234,18,1.13,,1.03
1553,innocent,ESC,3,78,2,1.03,,1.03
1553,device,Dignitas,4,96,6,1.1,,1.03
1553,Spiidi,PENTA,5,128,6,1.07,,1.03
1553,kUcheR,HellRaisers,4,94,1,1.02,,1.02
1553,berg,FlipSid3,3,85,-3,0.96,,0.98
1553,nitr0,iBUYPOWER,3,72,-2,0.96,,0.98
1553,denis,PENTA,5,128,-5,0.94,,0.97
1553,seized,Natus Vincere,7,178,-3,0.98,,0.96
1553,n0thing,Cloud9,3,59,-1,0.98,,0.95
1553,Xizt,Ninjas in Pyjamas,11,291,-3,0.98,,0.95
1553,Hiko,Cloud9,3,59,1,1.03,,0.94
1553,twist,FlipSid3,3,85,-6,0.9,,0.93
1553,desi,iBUYPOWER,3,72,-6,0.87,,0.91
1553,starix,Natus Vincere,7,178,-13,0.89,,0.9
1553,BENDJI,FlipSid3,3,85,-8,0.88,,0.9
1553,zende,FlipSid3,3,85,-7,0.89,,0.9
1553,cadiaN,CPH Wolves,2,48,-5,0.86,,0.9
1553,ANGE1,HellRaisers,4,94,-8,0.89,,0.9
1553,pronax,fnatic,5,119,-9,0.86,,0.9
1553,SZPERO,ESC,3,78,-10,0.83,,0.88
1553,FeTiSh,Dignitas,4,96,-7,0.9,,0.87
1553,kRYSTAL,PENTA,5,128,-15,0.85,,0.86
1553,SmithZz,LDLC,9,234,-24,0.84,,0.86
1553,AcilioN,myXMG,2,45,-6,0.84,,0.86
1553,shroud,Cloud9,3,59,-4,0.9,,0.86
1553,mouz,ESC,3,78,-9,0.84,,0.86
1553,seang@res,Cloud9,3,59,-7,0.84,,0.86
1553,MSL,myXMG,2,45,-10,0.76,,0.84
1553,AZK,iBUYPOWER,3,72,-9,0.82,,0.84
1553,fel1x,PENTA,5,128,-24,0.72,,0.81
1553,Kjaerbye,CPH Wolves,2,48,-9,0.76,,0.8
1553,Dosia,HellRaisers,4,94,-15,0.76,,0.79
1553,strux1,Planetkey,2,47,-12,0.69,,0.77
1553,MINISE,ESC,3,78,-19,0.68,,0.74
1553,markeloff,HellRaisers,4,94,-19,0.71,,0.73
1553,Pimp,CPH Wolves,2,48,-12,0.7,,0.71
1553,TENZKI,CPH Wolves,2,48,-15,0.61,,0.68
1553,gla1ve,CPH Wolves,2,48,-14,0.63,,0.67
1553,Friis,myXMG,2,45,-11,0.69,,0.67
1553,blackpoisoN,Bravado,2,35,-13,0.59,,0.66
1553,HUNDEN,myXMG,2,45,-14,0.62,,0.65
1553,dumz,FlipSid3,3,85,-25,0.6,,0.63
1553,stavros,Planetkey,2,47,-18,0.55,,0.61
1553,alexRr,Planetkey,2,47,-19,0.55,,0.61
1553,r0bs3n,PENTA,5,128,-46,0.55,,0.6
1553,nex,Planetkey,2,47,-15,0.62,,0.59
1553,smF,myXMG,2,45,-19,0.53,,0.53
1553,racno,Bravado,2,35,-18,0.47,,0.44
1553,Detrony,Bravado,2,35,-21,0.4,,0.38
1553,cent,Bravado,2,35,-22,0.31,,0.36
1553,deviaNt,Bravado,2,35,-24,0.29,,0.26
1444,swag,iBUYPOWER,3,63,23,1.57,,1.43
1444,apEX,LDLC,7,182,59,1.5,,1.38
1444,Dosia,HellRaisers,3,64,17,1.4,,1.35
1444,kioShiMa,Epsilon,4,88,26,1.51,,1.33
1444,kennyS,Titan,3,74,17,1.35,,1.28
1444,Snax,Virtus.pro,5,134,33,1.41,,1.27
1444,flusha,fnatic,10,275,60,1.37,,1.24
1444,Edward,Natus Vincere,6,166,31,1.28,,1.22
1444,shox,Epsilon,4,88,15,1.28,,1.21
1444,olofmeister,fnatic,10,275,48,1.25,,1.19
1444,Happy,LDLC,7,182,35,1.3,,1.17
1444,cajunb,CPH Wolves,3,79,14,1.25,,1.15
1444,device,Dignitas,7,178,27,1.23,,1.14
1444,friberg,Ninjas in Pyjamas,12,314,29,1.14,,1.14
1444,dupreeh,Dignitas,7,178,21,1.17,,1.13
1444,Hiko,Cloud9,5,154,23,1.25,,1.13
1444,pashaBiceps,Virtus.pro,5,134,11,1.12,,1.11
1444,JW,fnatic,10,275,24,1.13,,1.1
1444,KQLY,LDLC,7,182,26,1.23,,1.09
1444,GeT_RiGhT,Ninjas in Pyjamas,12,314,25,1.12,,1.06
1444,Havoc,Vox Eminor,2,42,-3,0.92,,1.06
1444,Xizt,Ninjas in Pyjamas,12,314,24,1.11,,1.06
1444,KRIMZ,fnatic,10,275,14,1.08,,1.04
1444,GuardiaN,Natus Vincere,6,166,6,1.05,,1.04
1444,byali,Virtus.pro,5,134,14,1.16,,1.04
1444,SEMPHIS,Cloud9,5,154,8,1.08,,1.03
1444,Xyp9x,Dignitas,7,178,8,1.07,,1.03
1444,AZR,Vox Eminor,2,42,-2,0.94,,1.03
1444,shroud,Cloud9,5,154,6,1.06,,1.01
1444,FeTiSh,Dignitas,7,178,10,1.09,,1.01
1444,TaZ,Virtus.pro,5,134,6,1.07,,1.01
1444,aizy,Dignitas,7,178,8,1.07,,1.01
1444,f0rest,Ninjas in Pyjamas,12,314,3,1.01,,1.01
1444,flamie,dAT,2,45,-3,0.93,,0.99
1444,gla1ve,CPH Wolves,3,79,-1,0.98,,0.99
1444,seang@res,Cloud9,5,154,-2,0.98,,0.97
1444,Nico,CPH Wolves,3,79,3,1.07,,0.97
1444,seized,Natus Vincere,6,166,0,1.0,,0.96
1444,SmithZz,Titan,3,74,-3,0.95,,0.96
1444,Sf,Epsilon,4,88,-6,0.9,,0.96
1444,fxy0,Epsilon,4,88,-2,0.96,,0.95
1444,markeloff,HellRaisers,3,64,-1,0.98,,0.94
1444,starix,Natus Vincere,6,166,-6,0.95,,0.94
1444,karrigan,CPH Wolves,3,79,-3,0.95,,0.94
1444,GMX,Epsilon,4,88,-6,0.91,,0.93
1444,NEO,Virtus.pro,5,134,-5,0.95,,0.91
1444,ScreaM,Titan,3,74,-6,0.89,,0.9
1444,Ex6TenZ,Titan,3,74,-5,0.9,,0.9
1444,ANGE1,HellRaisers,3,64,-6,0.87,,0.85
1444,n0thing,Cloud9,5,154,-17,0.85,,0.85
1444,Maniac,LDLC,7,182,-14,0.88,,0.84
1444,Uzzziii,LDLC,7,182,-23,0.81,,0.84
1444,Zeus,Natus Vincere,6,166,-24,0.8,,0.82
1444,rain,London Conspiracy,2,39,-10,0.73,,0.81
1444,pronax,fnatic,10,275,-37,0.8,,0.8
1444,Pimp,CPH Wolves,3,79,-12,0.77,,0.78
1444,NBK-,Titan,3,74,-13,0.74,,0.74
1444,Ace,Wolves,2,43,-12,0.68,,0.73
1444,AZK,iBUYPOWER,3,63,-18,0.65,,0.72
1444,Fifflaren,Ninjas in Pyjamas,12,314,-72,0.67,,0.71
1444,AdreN,HellRaisers,3,64,-16,0.66,,0.71
1444,RiTz,Wolves,2,43,-13,0.64,,0.7
1444,kUcheR,HellRaisers,3,64,-16,0.65,,0.69
1444,DaZeD,iBUYPOWER,3,63,-17,0.66,,0.67
1444,steel,iBUYPOWER,3,63,-18,0.64,,0.67
1444,jks,Vox Eminor,2,42,-10,0.71,,0.66
1444,WorldEdit,dAT,2,45,-13,0.63,,0.65
1444,Skadoodle,iBUYPOWER,3,63,-21,0.57,,0.62
1444,RUBINO,London Conspiracy,2,39,-15,0.57,,0.62
1444,astaRR,Wolves,2,43,-17,0.56,,0.6
1444,RiX,Wolves,2,43,-17,0.54,,0.6
1444,B1ad3,dAT,2,45,-18,0.5,,0.59
1444,bondik,dAT,2,45,-18,0.51,,0.58
1444,ub1que,dAT,2,45,-19,0.51,,0.53
1444,Polly,London Conspiracy,2,39,-21,0.43,,0.46
1444,MithilF,Wolves,2,43,-23,0.41,,0.45
1444,SPUNJ,Vox Eminor,2,42,-24,0.33,,0.4
1444,Skurk,London Conspiracy,2,39,-25,0.31,,0.33
1444,prb,London Conspiracy,2,39,-25,0.32,,0.3
1444,topguN,Vox Eminor,2,42,-27,0.29,,0.3
1333,pashaBiceps,Virtus.pro,9,235,75,1.54,,1.38
1333,GeT_RiGhT,Ninjas in Pyjamas,9,211,66,1.55,,1.33
1333,byali,Virtus.pro,9,235,68,1.5,,1.31
1333,cajunb,Dignitas,6,141,28,1.3,,1.27
1333,shox,Titan,3,74,17,1.35,,1.26
1333,znajder,fnatic,6,164,33,1.33,,1.25
1333,flusha,fnatic,6,164,31,1.27,,1.25
1333,Snax,Virtus.pro,9,235,42,1.28,,1.2
1333,Dosia,HellRaisers,5,140,22,1.24,,1.18
1333,NEO,Virtus.pro,9,235,40,1.29,,1.16
1333,f0rest,Ninjas in Pyjamas,9,211,30,1.21,,1.16
1333,Xizt,Ninjas in Pyjamas,9,211,32,1.25,,1.15
1333,gla1ve,3DMAX,3,73,7,1.13,,1.15
1333,Xyp9x,Dignitas,6,141,21,1.26,,1.15
1333,swag,Complexity,6,150,15,1.14,,1.13
1333,ScreaM,Titan,3,74,12,1.28,,1.13
1333,kUcheR,HellRaisers,5,140,10,1.11,,1.12
1333,dennis,LGB,8,219,24,1.17,,1.12
1333,topguN,Vox Eminor,2,52,2,1.05,,1.11
1333,device,Dignitas,6,141,7,1.07,,1.1
1333,apEX,LDLC,5,124,1,1.01,,1.07
1333,starix,Natus Vincere,2,53,6,1.18,,1.05
1333,KRIMZ,LGB,8,219,-1,0.99,,1.04
1333,dupreeh,Dignitas,6,141,11,1.12,,1.04
1333,LEGIJA,MOUZ,2,46,-1,0.97,,1.04
1333,kennyS,Clan-Mystik,3,79,6,1.11,,1.03
1333,DaZeD,iBUYPOWER,2,53,2,1.05,,1.03
1333,Maniac,LDLC,5,124,-1,0.99,,1.02
1333,karrigan,Reason,3,74,-2,0.96,,1.02
1333,smF,Reason,3,74,-1,0.98,,1.01
1333,JW,fnatic,6,164,6,1.05,,1.01
1333,friberg,Ninjas in Pyjamas,9,211,0,1.0,,1.01
1333,Happy,LDLC,5,124,2,1.02,,1.01
1333,EXR,Reason,3,74,-4,0.93,,1.0
1333,Zeus,Natus Vincere,2,53,-2,0.95,,0.99
1333,olofmeister,LGB,8,219,2,1.01,,0.99
1333,kioShiMa,Clan-Mystik,3,79,0,1.0,,0.97
1333,Fifflaren,Ninjas in Pyjamas,9,211,1,1.01,,0.96
1333,Edward,Natus Vincere,2,53,-1,0.97,,0.96
1333,markeloff,HellRaisers,5,140,-4,0.96,,0.95
1333,AZR,Vox Eminor,2,52,-4,0.9,,0.93
1333,twist,LGB,8,219,-12,0.92,,0.92
1333,SnypeR,Vox Eminor,2,52,-4,0.9,,0.92
1333,raalz,3DMAX,3,73,-5,0.9,,0.92
1333,seized,Natus Vincere,2,53,-3,0.91,,0.91
1333,MSL,3DMAX,3,73,-9,0.84,,0.91
1333,Pimp,3DMAX,3,73,-4,0.92,,0.91
1333,adreN,iBUYPOWER,2,53,-3,0.91,,0.89
1333,SmithZz,Titan,3,74,-7,0.87,,0.88
1333,NBK-,Titan,3,74,-7,0.86,,0.88
1333,Friis,Reason,3,74,-8,0.84,,0.87
1333,GuardiaN,Natus Vincere,2,53,-7,0.81,,0.86
1333,cype,LGB,8,219,-21,0.86,,0.86
1333,TaZ,Virtus.pro,9,235,-19,0.87,,0.85
1333,Havoc,Vox Eminor,2,52,-7,0.82,,0.85
1333,n0thing,Complexity,6,150,-14,0.87,,0.84
1333,Hiko,Complexity,6,150,-15,0.86,,0.84
1333,SEMPHIS,Complexity,6,150,-20,0.84,,0.84
1333,anger,iBUYPOWER,2,53,-11,0.73,,0.83
1333,ANGE1,HellRaisers,5,140,-16,0.84,,0.82
1333,AZK,iBUYPOWER,2,53,-7,0.83,,0.82
1333,Skadoodle,iBUYPOWER,2,53,-8,0.79,,0.81
1333,seang@res,Complexity,6,150,-24,0.79,,0.8
1333,GMX,Clan-Mystik,3,79,-14,0.78,,0.8
1333,Sf,Clan-Mystik,3,79,-14,0.77,,0.8
1333,aizy,3DMAX,3,73,-12,0.77,,0.8
1333,chrisJ,MOUZ,2,46,-8,0.79,,0.79
1333,pronax,fnatic,6,164,-29,0.74,,0.78
1333,Ex6TenZ,Titan,3,74,-10,0.78,,0.77
1333,FeTiSh,Dignitas,6,141,-32,0.68,,0.77
1333,Devilwalk,fnatic,6,164,-29,0.73,,0.76
1333,AdreN,HellRaisers,5,140,-31,0.69,,0.75
1333,HaRts,Clan-Mystik,3,79,-15,0.74,,0.75
1333,cadiaN,MOUZ,2,46,-14,0.63,,0.72
1333,KQLY,LDLC,5,124,-40,0.61,,0.69
1333,LOMME,Reason,3,74,-21,0.62,,0.67
1333,Uzzziii,LDLC,5,124,-43,0.57,,0.65
1333,tiziaN,MOUZ,2,46,-19,0.51,,0.54
1333,tabseN,MOUZ,2,46,-22,0.42,,0.46
1333,SPUNJ,Vox Eminor,2,52,-28,0.38,,0.44
1270,JW,fnatic,10,243,59,1.39,,1.26
1270,COLON,Reason,3,75,18,1.41,,1.25
1270,Snax,UniversalSoldiers,3,74,13,1.26,,1.22
1270,Hiko,Complexity,7,173,33,1.29,,1.21
1270,znajder,fnatic,10,243,48,1.31,,1.2
1270,flusha,fnatic,10,243,44,1.29,,1.19
1270,Xyp9x,CPH Wolves,5,121,15,1.2,,1.18
1270,seized,Natus Vincere,2,54,6,1.14,,1.18
1270,dennis,LGB,6,155,26,1.29,,1.16
1270,Nico,CPH Wolves,5,121,20,1.29,,1.14
1270,f0rest,Ninjas in Pyjamas,11,269,38,1.24,,1.13
1270,SmithZz,VeryGames,9,222,14,1.09,,1.11
1270,GeT_RiGhT,Ninjas in Pyjamas,11,269,25,1.14,,1.11
1270,cadiaN,Xapso,2,45,3,1.1,,1.1
1270,Maniac,Recursive,6,162,7,1.06,,1.1
1270,n0thing,Complexity,7,173,14,1.12,,1.1
1270,friberg,Ninjas in Pyjamas,11,269,30,1.17,,1.1
1270,shox,VeryGames,9,222,19,1.14,,1.08
1270,Happy,Recursive,6,162,10,1.09,,1.08
1270,SEMPHIS,Complexity,7,173,18,1.16,,1.08
1270,AdreN,Astana Dragons,6,155,6,1.05,,1.07
1270,twist,SK,2,46,2,1.06,,1.06
1270,EXR,Reason,3,75,7,1.15,,1.05
1270,dupreeh,CPH Wolves,5,121,6,1.07,,1.04
1270,olofmeister,LGB,6,155,9,1.08,,1.04
1270,markeloff,Astana Dragons,6,155,10,1.1,,1.03
1270,pashaBiceps,UniversalSoldiers,3,74,5,1.1,,1.03
1270,SKYTTEN,LGB,6,155,6,1.06,,1.03
1270,Maikelele,LGB,6,155,6,1.06,,1.02
1270,raalz,n!faculty,3,67,1,1.02,,1.01
1270,Dosia,Astana Dragons,6,155,5,1.05,,1.01
1270,apEX,Clan-Mystik,3,70,0,1.0,,1.01
1270,KQLY,Clan-Mystik,3,70,-4,0.92,,1.01
1270,Xizt,Ninjas in Pyjamas,11,269,14,1.08,,1.01
1270,NEO,UniversalSoldiers,3,74,2,1.04,,0.99
1270,FeTiSh,CPH Wolves,5,121,4,1.05,,0.99
1270,Ex6TenZ,VeryGames,9,222,4,1.03,,0.97
1270,Fifflaren,Ninjas in Pyjamas,11,269,1,1.01,,0.96
1270,ANGE1,Astana Dragons,6,155,-13,0.88,,0.96
1270,NBK-,VeryGames,9,222,-11,0.93,,0.93
1270,DaZeD,iBUYPOWER,2,49,-4,0.88,,0.93
1270,kennyS,Recursive,6,162,-9,0.92,,0.93
1270,karrigan,n!faculty,3,67,-3,0.94,,0.92
1270,ScreaM,VeryGames,9,222,-11,0.93,,0.92
1270,swag,Complexity,7,173,-7,0.94,,0.92
1270,KRIMZ,LGB,6,155,-11,0.89,,0.92
1270,aizy,Xapso,2,45,-3,0.91,,0.92
1270,GMX,Recursive,6,162,-16,0.86,,0.91
1270,Devilwalk,fnatic,10,243,-7,0.95,,0.91
1270,pronax,fnatic,10,243,-10,0.94,,0.91
1270,device,CPH Wolves,5,121,-9,0.89,,0.9
1270,Delpan,SK,2,46,-8,0.79,,0.89
1270,smF,Reason,3,75,-7,0.86,,0.87
1270,byali,UniversalSoldiers,3,74,-8,0.83,,0.87
1270,Uzzziii,Recursive,6,162,-25,0.79,,0.86
1270,gla1ve,n!faculty,3,67,-8,0.82,,0.85
1270,Pimp,n!faculty,3,67,-7,0.85,,0.84
1270,MSL,Reason,3,75,-12,0.8,,0.83
1270,LOMME,Reason,3,75,-11,0.78,,0.83
1270,ceh9,Natus Vincere,2,54,-6,0.83,,0.82
1270,cajunb,n!faculty,3,67,-7,0.84,,0.82
1270,anger,iBUYPOWER,2,49,-11,0.72,,0.8
1270,kUcheR,Astana Dragons,6,155,-28,0.76,,0.8
1270,AZK,iBUYPOWER,2,49,-13,0.68,,0.79
1270,centeks,Xapso,2,45,-9,0.73,,0.78
1270,Skadoodle,iBUYPOWER,2,49,-9,0.76,,0.76
1270,seang@res,Complexity,7,173,-33,0.73,,0.76
1270,Zeus,Natus Vincere,2,54,-14,0.69,,0.74
1270,kioShiMa,Clan-Mystik,3,70,-17,0.66,,0.74
1270,TaZ,UniversalSoldiers,3,74,-17,0.69,,0.72
1270,adreN,iBUYPOWER,2,49,-12,0.67,,0.72
1270,ultra,Xapso,2,45,-14,0.58,,0.65
1270,pita,SK,2,46,-16,0.58,,0.62
1270,tonyblack,Natus Vincere,2,54,-19,0.59,,0.6
1270,ioRek,Clan-Mystik,3,70,-24,0.56,,0.6
1270,HaRts,Clan-Mystik,3,70,-22,0.55,,0.59
1270,xelos,SK,2,46,-17,0.55,,0.54
1270,starix,Natus Vincere,2,54,-22,0.5,,0.52
1270,MODDII,SK,2,46,-22,0.39,,0.51
1270,robiin,Xapso,2,45,-26,0.26,,0.4
